Date,EEM_target_5d,Gold_target_5d,FTSE100_target_5d,S&P500_target_5d,Nikkei225_target_5d,UST10Y_target_5d
2010-02-19,0.0100609813106946,0.0102876149123949,0.0143521613506278,0.0014043925568579,0.0023799026578681,-0.0129889711761751
2010-02-22,0.0167987325842586,0.0,0.0095536027943963,0.0101072574236037,0.0045353406284584,0.0030551108395261
2010-02-23,0.0112938970784606,0.0144252568056901,0.0143620825528483,0.0023277310028862,0.0048818885779368,0.0022161048931265
2010-02-24,0.0012467981141823,0.0054794713974865,0.0089133311107754,0.0004291095214003,0.003057373423086,0.0030390734426361
2010-02-25,-0.0052479323013237,-0.0071922941134518,-0.0010849517877573,0.0037291560795713,-0.0105320511165116,-0.0052551783357627
2010-02-26,0.0257246752833227,-0.0001805113929824,0.013049454410085,0.0139102828016039,0.021764809418751,0.0208569516012016
2010-03-01,0.0007323078186466,-0.0084281646849934,0.0012314980586423,-0.0001756114321765,0.0207080847273716,0.0070365712142956
2010-03-02,0.005596871263036,-0.0014571590358531,-0.0007851531539044,0.0017112720239721,-0.0017273240897487,-0.0018895860820382
2010-03-03,0.0070126284405034,-0.0114580288890655,0.0068132672996407,0.0045143549042129,-0.0003530706647528,0.0051206292716425
2010-03-04,0.0002406716708451,0.0011977451434267,-0.0041393734960507,0.0040333743135059,0.0095182678715831,0.0
2010-03-05,-0.0033780758030397,-0.0060032647586733,0.0014943328627935,-0.0002173695700926,0.0080602532144714,-0.0026917890744305
2010-03-08,-0.0072780621295398,0.0037908941588109,-0.0056687186439408,0.0004520926234358,6.70320488833143e-05,-0.0016185711474995
2010-03-09,0.0128220611423264,0.0186511248148394,0.0047261175084066,0.0077490149831599,-0.002819313053069,-0.0138645360908426
2010-03-10,0.01075904647849,-0.0073640516055171,0.0042965348496906,0.0058047953325636,0.0116160892398192,-0.0030158093556797
2010-03-11,-0.0076388341327683,0.0068203785961212,-0.0003543837242759,-0.000325899126689,-0.0095364665200256,0.0082034837512229
2010-03-12,-0.0130251773783528,-0.0188460211824444,0.0013282919006098,-0.0050994264516127,0.0074821053193833,0.0040766750222874
2010-03-15,0.0106259617573835,0.0003693528740894,0.0041505927093953,0.0122277368839801,-0.0046825994197666,-0.0019003587596513
2010-03-16,-0.0150044805658904,-0.0188244922897928,0.0007575747510276,-0.0055084478872883,0.0037870757864021,0.0396909011775093
2010-03-17,-0.0026863657878606,0.0045053175832766,0.0087326592235497,-0.0017056210833286,0.0012769741737814,0.0186292648928873
2010-03-18,0.0048778928539509,0.0168086568645276,-0.0043217359103231,0.0007374506159884,0.015351396210153,-0.0118619244287606
2010-03-19,0.0178448582254339,0.001472381464171,0.0013492901248449,0.005667146312798,-0.0009007381543734,0.0023319256129224
2010-03-23,0.0038164798993172,-0.0071982479037972,-0.0067469975044702,4.26584629303888e-05,0.0100228949417922,0.0010346479048623
2010-03-24,0.0028534755382246,0.0090356113150053,0.0012861801175016,-0.0032782423180327,-0.0006489559669238,-0.0090898135131483
2010-03-25,0.0257805302882568,0.0119521991560187,0.0114316627977911,0.0073864540055243,0.0138318318658694,0.0067603021854089
2010-03-26,0.0119596836821421,0.0069591915357999,0.0061603798375931,0.0095796083184368,0.0033666646993552,0.0278540989263522
2010-03-29,-0.0087255432354584,0.0130638857425107,-0.0031708590028525,-0.005894042967262,0.0009310915942898,-0.0268181111201863
2010-03-30,0.0034533219942368,0.0014213706092301,-0.008610207807262,0.0033686614308549,-0.0110975463159331,0.0085063003218958
2010-03-31,0.0061861461415619,0.0087498711915042,0.0101535749912816,0.0066616682968316,0.0032307176394338,-0.0020554727394946
2010-04-01,-0.0080264337048033,-0.0055592223399843,0.0011603376918508,0.0017650508571401,0.0042358486987293,-0.010861253781445
2010-04-06,-0.002074807095002,-0.0028356216460238,-0.0027731094704907,0.0006851660398368,-0.0080908300637996,-0.0091419853408145
2010-04-07,0.0146591604104131,0.0030125517737672,0.0059871453070558,0.0110883630999086,0.0039050095560534,0.0114793615436471
2010-04-08,-0.0054718445109481,0.0054703043218509,0.0049392501945191,0.0008421839911768,0.0061293485337696,-0.0018174662720686
2010-04-09,-0.0297009050825346,-0.0214335535627093,-0.0140031677058411,-0.016257982418547,-0.0153391087377654,-0.0204785492903116
2010-04-12,-0.0040114192281359,-0.0008093560236551,-0.0028068773897557,0.0045111407395297,-0.0175744473694967,0.0097664604582724
2010-04-13,0.0117535667246779,0.0027851197891251,0.0096946957047006,0.0080260457370713,-0.0007418659719362,-0.0005254480006629
2010-04-14,-0.0032772936254449,0.0075971093094064,-0.0104806327264166,-0.0010195164357019,0.0172231483645013,-0.0177653222762797
2010-04-15,0.0042116232328531,-0.0041936374955253,-0.010203201979882,0.0022613206430901,-0.0127919587912076,0.0090546979099726
2010-04-16,0.0053558270576913,0.0119985984721098,0.0102556681881369,0.0070982676832182,-0.0031678215185878,0.0118593662850262
2010-04-19,0.0,-0.0038948658306391,0.0052623852489859,-0.0043057043550931,0.0227661311196765,-0.000524071041738
2010-04-20,-0.036419142074682,0.016536547783718,-0.0264864662817465,-0.0236596401787016,0.0041888678896646,-0.0333142061758947
2010-04-21,0.00839418308634,-0.002795491486585,-0.0030205118890994,0.0064419583781808,-0.0260089886018962,0.0222439679283638
2010-04-22,0.0042895355293986,0.0091436441475604,-0.0059785801397639,-0.0039276298585766,0.0120654000064,-0.0295879285314473
2010-04-23,-0.1015362410040806,0.0267708719723844,-0.054071187732412,-0.0505887249488998,-0.0332590256547126,-0.0750954891451964
2010-04-26,0.0052508342767665,-0.0018584329204845,-0.0265809177916049,-0.0154266461809074,-0.0314457229249541,0.0090816207452222
2010-04-27,0.0695338006530979,-0.0059362195954254,0.0503226706888288,0.0430347041456154,0.0158996453852471,0.031575566508172
2010-04-28,-0.0182404231198152,0.0259428050793093,-0.0099239186607743,-0.0034030759184662,-0.0114223120648328,-0.0011308874356624
2010-04-30,0.0123608746079065,0.006114187831152,0.0091997632885147,0.0136459924018244,-0.0016408779818774,0.0090115581508161
2010-05-06,-0.0093802819283707,-0.0069433571267264,0.009281617201221,-0.0122194998892251,0.0215591559901428,-0.0008414026757749
2010-05-07,-0.0208002394194724,-0.0015771788582184,-0.031938150409341,-0.0189789813879498,-0.0149924159517137,-0.0348308068049044
2010-05-10,-0.0060958241588487,-0.0084262136404859,-7.598805701501801e-05,0.0011087536210084,-0.0219109207420794,0.0086780909887336
2010-05-11,-0.0211130706146621,0.0010885264147745,0.0084769955513129,-0.0142976317849977,0.0006719160938539,-0.0280392080229188
2010-05-12,-0.0096744206107438,-0.0242261608303354,-0.0285148809965495,-0.0051434688600155,-0.0054626887061694,-0.0050482542877319
2010-05-13,-0.0509340805671285,-0.0067966101295326,-0.0166162237213227,-0.0397557958377662,-0.0154852099183503,-0.0286898825746427
2010-05-14,0.0318348811991793,-0.0053665421251134,-0.0020126674735145,0.0149126325857043,-0.0248078729309257,-0.0198025936955221
2010-05-17,-0.0104993502735723,0.0139620912778184,0.0013225159218516,-0.0129920463236877,-0.0026751004148881,0.0084020877719234
2010-05-18,-0.0108844532631546,0.0044406928588068,-0.0257548771928011,0.0003538747646525,-0.0310677746639517,-0.0216139990612094
2010-05-19,-0.0005472544413804,0.0094136352351641,0.0195219851659843,-0.0056770786936516,0.006613520022295,0.0188211150004124
2010-05-20,0.0587389323897736,0.0018552983674487,0.0307061136977822,0.032347311768677,0.0122177962437448,0.0366118145352181
2010-05-21,-0.016658568425197,0.0015994852276123,-0.0013098142988977,-0.0124518923454058,0.012705695512031,-0.011146354257952
2010-05-24,-0.0185433691711209,0.0086269340661954,-0.004849473527506,-0.0173143533245987,-0.0052529916141484,-0.0015158754906374
2010-05-25,0.0344274072835604,-0.0010847752867185,-0.0023268000442966,0.0255144281083426,-0.0112441721503383,0.0114632043052346
2010-05-26,-0.0036237543636004,-0.0153111404593681,0.0115611209286602,0.0040431919834424,0.0318665416335225,0.0134069749815951
2010-05-27,-0.0361658398883839,0.0103733027921931,-0.0164845650773233,-0.0350174420898311,-0.0013121122382018,-0.0559927255562018
2010-05-28,-0.0157141927019237,0.019113058305128,-0.0111623216242952,-0.0136244661657156,-0.0391761369628248,-0.0034487941607551
2010-06-01,0.0226789645653323,-0.0040413916863184,-0.00810120028984,0.0109162676435189,0.0017987159078281,-0.0050378042408945
2010-06-02,-0.0053530803425983,-0.0036430115290506,0.0114098797607653,-0.005959396741888,-0.0104137718013276,0.0059795782727013
2010-06-03,0.0342950604776256,-0.0132761633186596,0.0091208841224422,0.0290798456661769,0.0109074631212157,0.0405834876555878
2010-06-04,0.0051732792506074,0.0087037196947563,0.0060605447096433,0.0043701157426175,0.0168957106072467,-0.0315251582357411
2010-06-07,0.0002579559439344,-0.0034222616854406,0.0074089943691896,-0.0018062939317567,0.0178303137139857,0.0181795219809179
2010-06-08,0.0297316466582855,0.0115550511387832,0.0030134106965853,0.0232224505985004,0.000813450582384,0.0106302738947823
2010-06-09,0.0,-0.0054698962301163,0.0038448163165441,-0.0005560893540954,0.0179669461039616,-0.0084951596746762
2010-06-10,-0.0050197207252947,0.0129630653376767,0.0030500033742944,0.0012821858123894,-0.0067525563482758,-0.0284320776929464
2010-06-11,0.0045187285714463,0.0076002514535395,-0.0005902306268068,0.0013162641384549,-0.0004382082063116,0.010291683485716
2010-06-14,0.0171370989046007,-0.0200648325810808,0.0091566044961816,-0.0038642979433988,0.0240203198430487,0.0061862185155561
2010-06-15,-0.0193938111762593,0.0087661624433436,-0.0098805285420087,-0.0162012250869894,-0.012296428887374,-0.0240299102186056
2010-06-16,0.0025741027085967,-0.0041254184960215,-0.0131410456577781,-0.0029899392610687,-0.0188849577002043,-0.0162397712158963
2010-06-17,-0.0178029430277027,0.0028896292842949,-0.0152356461040907,-0.0169462832049512,0.0004674228454954,0.0025648930735903
2010-06-18,0.0117349642522297,0.0119644060444515,-0.0105848592459286,0.0028552819315454,-0.0194108727352525,-0.0032071838740821
2010-06-21,-0.0068710562730865,-0.0136972066298148,0.004981171934098,-0.0020360096106544,-0.0044814130843195,-0.0263643753318804
2010-06-22,-0.0414502240129372,0.0014853964638133,-0.0315470925748966,-0.0315082303422089,-0.0127977870332927,-0.0216711452884972
2010-06-23,-0.0066762878193804,0.0033752134718408,0.0005492177014361,-0.0101644539733352,-0.0198420694581394,-0.0054072563217162
2010-06-24,0.0072085345956467,-0.038878885924842,-0.0228547495984041,-0.0032457133092441,-0.0205711548418651,-0.0081660642092903
2010-06-25,0.00424759764252,0.012312786265651,0.006698620698267,-0.0046732717543015,0.0013166783919341,0.0176096811147567
2010-06-28,0.0183729711475832,-0.0168514262328474,0.0258911956398585,0.0053447258874577,0.0144897249026929,-0.0159029471111025
2010-06-29,0.0218659002494823,0.0104167710369201,0.0099802038153801,0.0308500230082638,-0.0062725116308108,0.0162385495650625
2010-06-30,0.0048230312046776,-0.0044267056798497,0.0179248887009395,0.0093686549516578,0.0272229967647905,0.0133335181532424
2010-07-01,0.0120815474212792,0.0097636427646586,0.0053523925648555,0.0071780637666294,0.005185924611227,0.0118500443608225
2010-07-02,-0.0080383681355493,-0.0086551604004201,0.0066214667267363,0.0007326336059528,-0.0038895280727741,-0.0032776137065439
2010-07-06,0.0115350642313707,0.0086551604004201,0.0199278485680223,0.015261822735573,-0.0011401299136854,0.0220788440242995
2010-07-07,-0.0019968210232666,-0.0005070359076373,-0.0033255767263769,-0.0001551436647934,0.0266934412668801,-0.0207665247643176
2010-07-08,-0.0047576174234945,-0.0005918885128413,-0.0080652138314954,0.0011953885564136,-0.0112635299279519,-0.0238896657022073
2010-07-09,-0.0303243188806849,-0.013282487126809,-0.0101059477716875,-0.0292429097007501,-0.0290343542955761,-0.0131825588381183
2010-07-12,0.0260480258513127,-0.0070531834342345,0.0107390428732894,0.0044132441746153,-0.0138632234141687,-0.0161210599985129
2010-07-13,0.0298013789041219,0.0086804046419956,0.0188447710247756,0.0222636878224256,-0.0062650046926724,0.0137364669062729
2010-07-14,0.006827485529181,-0.0066109215447102,-0.0002257974567817,0.0081864201843447,0.0225274250885454,0.0209255146294335
2010-07-15,0.0067815041419697,-0.0049220747193229,0.0072207895151891,0.0111379087167297,0.0076791139315974,0.0
2010-07-16,-0.0016911489066399,-0.0175526884981838,0.0027247137745958,-0.0010499083075197,-0.000716880468017,0.0175472054862559
2010-07-21,-0.0055762251152119,0.002375791006871,-0.0086099317735542,-0.0069460326382801,0.0266424417928745,-0.0152119351619076
